"public_traded","ticker","exchange","market_cap","revenue","no_employes","founding_date","location","related_domains","domain"
"No",NA,NA,NA,NA,NA,"1974","Champaign, Illinois","humankinetics.com","humankinetics.com"
"No",NA,NA,NA,NA,NA,"2014","San Francisco, CA","babygold.com","babygold.com"
"No",NA,NA,NA,NA,NA,"1999","San Mateo, CA","ecrater.com","ecrater.com"
"No",NA,NA,NA,NA,NA,"1993","Herzogenaurach, Germany","kickz.com","kickz.com"
"No",NA,NA,NA,NA,NA,"1987","Hauppauge, NY","flir.com, flir.net, flir.org, flir.tv, flir.cn, flir.co.jp, flir.de, flir.fr, flir.it, flir.nl, flir.es, flir.se, flir.dk, flir.no, flir.fi, flir.cz, flir.hu, flir.pl, flir.ro, flir.ru, flir.ua, flir.kz, flir.by, flir.am, flir.ge, flir.az, flir.tj, flir.tm, flir.uz, flir.kg, flir.mn, flir.in, flir.pk, flir.bd, flir.lk, flir.mv, flir.np, flir.bt, flir.th, flir.kh, flir.la, flir.vn, flir.my, flir.sg, flir.ph, flir.id, flir.tl, flir.bn, flir.hk, flir.mo, flir.tw, flir.kr, flir.jp, flir.au, flir.nz, flir.cl, flir.ar, flir.bo, flir.br, flir.co, flir.cr, flir.do, flir.ec, flir.gt, flir.hn, flir.mx, flir.ni, flir.pa, flir.pe, flir.py, flir.sv, flir.uy, flir.ve, flir.za, flir.com.au, flir.co.nz, flir.com.mx, flir.cl, flir.com.ar, flir.com.br, flir.com.co, flir.com.pe, flir.com.uy, flir.com.ve, flir.co.za","flir.com"
"No",NA,NA,NA,NA,NA,"1982","Carlsbad, California","callawaygolf.com, callawaygolfpreowned.com, odysseygolf.com, ogio.com, travismathew.com","callawaygolf.com"
"No",NA,NA,NA,NA,NA,"2015","Salt Lake City, UT","proozy.com","proozy.com"
"No",NA,NA,NA,NA,NA,"1991","Sausalito, California","coyuchi.com, coyuchiorganics.com, coyuchibedding.com, coyuchishop.com, coyuchibath.com, coyuchikids.com, coyuchilinen.com, coyuchipillow.com, coyuchisheet.com, coyuchithrow.com, coyuchitowel.com","coyuchi.com"
"No",NA,NA,NA,NA,NA,"2013","Amsterdam, Netherlands","fairphone.com, fairphone.eu, fairphone.net, fairphone.org, fairphone.us","fairphone.com"
"Yes","RGR","NYSE","$1.6B","$522.5M",NA,"1949","Southport, CT","ruger.com, rugerfirearms.com, rugerprecision.com, rugerecp.com, rugerar.com, rugerrimfire.com, rugerpistols.com, rugerrevolvers.com, rugershotguns.com, rugerrifles.com, rugeraccessories.com, rugerammo.com, rugerhunting.com, rugertactical.com, rugercompetition.com, rugersecurity.com, rugerlegacy.com, rugercustomshop.com, rugerparts.com, rugerservice.com, rugerwarranty.com, rugerrecall.com, rugercareers.com, rugerinvestors.com, rugernewsroom.com, rugerevents.com, rugercommunity.com, rugerfoundation.com, rugermedia.com, rugervideos.com, rugerphotos.com, rugerdownloads.com, rugersupport.com, rugerfaq.com, rugermanuals.com, rugertroubleshooting.com, rugercleaning.com, rugermaintenance.com, rugerrepair.com, rugerwarranty.com, rugerrecall.com, rugercareers.com, rugerinvestors.com, rugernewsroom.com, rugerevents.com, rugercommunity.com, rugerfoundation.com, rugermedia.com, rugervideos.com, rugerphotos.com, rugerdownloads.com, rugersupport.com, rugerfaq.com, rugermanuals.com, rugertroubleshooting.com, rugercleaning.com, rugermaintenance.com, rugerrepair.com","ruger.com"
"No",NA,NA,NA,NA,NA,"2001","Cincinnati, Ohio","signs.com","signs.com"
"No",NA,NA,NA,NA,NA,"2003",NA,"norma24.de","norma24.de"
"No",NA,NA,NA,NA,NA,"1999","Las Vegas, NV","uspatriottactical.com, uspatriottacticalgear.com, uspatriottacticalsupply.com, uspatriottacticalstore.com, uspatriottacticalwarehouse.com, uspatriotgear.com, uspatriotgearstore.com, uspatriotgunstore.com, uspatriotoutfitters.com, uspatriotshop.com, uspatriotsupply.com, uspatriottactical.net, uspatriottactical.org, uspatriottacticalgear.net, uspatriottacticalgear.org, uspatriottacticalsupply.net, uspatriottacticalsupply.org, uspatriottacticalstore.net, uspatriottacticalstore.org, uspatriottacticalwarehouse.net, uspatriottacticalwarehouse.org, uspatriotgear.net, uspatriotgear.org, uspatriotgunstore.net, uspatriotgunstore.org, uspatriotoutfitters.net, uspatriotoutfitters.org, uspatriotshop.net, uspatriotshop.org, uspatriotsupply.net, uspatriotsupply.org","uspatriottactical.com"
"No",NA,NA,NA,NA,NA,"2011",NA,"mygartenhaus24.de","mygartenhaus24.de"
"No",NA,NA,NA,NA,NA,"1956","Pleasanton, California","shaklee.com, shakleeglobal.com, shaklee.net, shaklee.org, shaklee.tv","shaklee.com"
"No",NA,NA,NA,NA,NA,"2004","London, UK","vivobarefoot.com, vivobarefoot.eu, vivobarefoot.de, vivobarefoot.fr, vivobarefoot.it, vivobarefoot.es, vivobarefoot.nl, vivobarefoot.se, vivobarefoot.dk, vivobarefoot.no, vivobarefoot.fi, vivobarefoot.at, vivobarefoot.ch, vivobarefoot.com.au, vivobarefoot.co.nz, vivobarefoot.hk, vivobarefoot.sg, vivobarefoot.my, vivobarefoot.th, vivobarefoot.id, vivobarefoot.ph, vivobarefoot.vn, vivobarefoot.jp, vivobarefoot.kr, vivobarefoot.tw, vivobarefoot.com.mx, vivobarefoot.co.uk, vivobarefoot.ca, vivobarefoot.us, vivobarefoot.com.br, vivobarefoot.cl, vivobarefoot.co, vivobarefoot.pe","vivobarefoot.com"
"No",NA,NA,NA,NA,NA,"1978","Ried im Innkreis, Austria","riess.at, riessambiente.com, riessemaille.at, riessshop.com, riessgeschirr.de","riessambiente.net"
"No",NA,NA,NA,NA,NA,"1975","Milan, Italy","giorgioarmanibeautyusa.com, armanibeauty.com, armanibeauty.co.uk, armanibeauty.jp, armanibeauty.fr, armanibeauty.de, armanibeauty.it, armanibeauty.es, armanibeauty.com.au, armanibeauty.ca, armanibeauty.cn, armanibeauty.com.hk, armanibeauty.co.kr, armanibeauty.com.sg, armanibeauty.com.tw, armanibeauty.co.th, armanibeauty.com.vn","giorgioarmanibeautyusa.com"
"No",NA,NA,NA,NA,NA,"1998","Austin, Texas","220.com","220.lv"
"No",NA,NA,NA,NA,NA,"2007","Boulder, Colorado","xeroshoes.com, xeroshoes.eu, xeroshoes.ca, xeroshoes.com.au","xeroshoes.com"
"No",NA,NA,NA,NA,NA,"1995","Dubai, United Arab Emirates","carrefouruae.com","carrefouruae.com"
"No",NA,NA,NA,NA,NA,"1924","France","buttinette.com","buttinette.com"
"No",NA,NA,NA,NA,NA,"1941","Sursee, Switzerland","calida.com, calidagroup.com, calidaworld.com, calida.de, calida.fr, calida.it, calida.es, calida.at, calida.ch, calida.nl, calida.be, calida.se, calida.dk, calida.no, calida.fi, calida.us, calida.ca, calida.com.au, calida.co.nz","calida.com"
"No",NA,NA,NA,NA,NA,"2000","Venice, Italy","goldengoose.com","goldengoose.com"
"No",NA,NA,NA,NA,NA,"1963","Dodgeville, Wisconsin","landsend.com, landsend.co.uk, landsend.ca, landsend.de, landsend.fr, landsend.it, landsend.es, landsend.nl, landsend.be, landsend.at, landsend.ch, landsend.se, landsend.dk, landsend.fi, landsend.no, landsend.ie, landsend.com.au, landsend.com.hk, landsend.com.sg, landsend.co.nz, landsend.com.my, landsend.co.th, landsend.co.id, landsend.com.ph, landsend.co.kr, landsend.com.tw, landsend.com.cn","landsend.co.uk"
"No",NA,NA,NA,NA,NA,"2004","San Francisco, CA","lovelyskin.com","lovelyskin.com"
"No",NA,NA,NA,NA,NA,"2008","Barcelona, Spain","hockerty.com, hockerty.es, hockerty.fr, hockerty.de, hockerty.it, hockerty.co.uk, hockerty.eu","hockerty.com"
"No",NA,NA,NA,NA,NA,"2014",NA,"sunandski.com, sunandski.net, sunandski.org","sunandski.com"
"No",NA,NA,NA,NA,NA,"1977","Colorado Springs, Colorado","focusonthefamily.com, family.org, boundless.org, pleroma.org, focuspress.org, focusontherace.org, focusonthefamily.ca, focusonthefamily.co.uk, focusonthefamily.org.au, focusonthefamily.de, focusonthefamily.fr, focusonthefamily.it, focusonthefamily.nl, focusonthefamily.pl, focusonthefamily.ru, focusonthefamily.sg, focusonthefamily.za","focusonthefamily.com"
"No",NA,NA,NA,NA,NA,"2009","Guangzhou, China","rosewe.com, rosewe.co.uk, rosewe.de, rosewe.fr, rosewe.es, rosewe.it, rosewe.nl, rosewe.ru, rosewe.com.br, rosewe.com.mx, rosewe.cl, rosewe.ar, rosewe.co, rosewe.pe, rosewe.ec, rosewe.uy, rosewe.bo, rosewe.py, rosewe.ve, rosewe.co.za, rosewe.com.au, rosewe.nz, rosewe.sg, rosewe.my, rosewe.id, rosewe.th, rosewe.ph, rosewe.vn, rosewe.com.hk, rosewe.com.tw, rosewe.jp, rosewe.kr","rosewe.com"
"No",NA,NA,NA,NA,NA,"1998","Scottsdale, Arizona","americangolf.com, americangolf.net, americangolf.org, americangolf.tv, americangolf.eu, americangolf.ca, americangolf.com.au, americangolf.co.nz, americangolf.co.uk, americangolf.de, americangolf.es, americangolf.fr, americangolf.it, americangolf.nl, americangolf.pl, americangolf.pt, americangolf.se","americangolf.co.uk"
"No",NA,NA,NA,NA,NA,"2006","St Austell, Cornwall, UK","seasaltcornwall.co.uk, seasaltcornwall.com, seasaltcornwall.de, seasaltcornwall.fr, seasaltcornwall.nl","seasaltcornwall.com"
"No",NA,NA,NA,NA,NA,"1978","Israel","superpharm.co.il, superpharm.bg, superpharm.com.cy, superpharm.gr, superpharm.ro","superpharm.pl"
"No",NA,NA,NA,NA,NA,"2016","San Francisco, CA","lens.com, lens.app, lens.org","lens.com"
"No",NA,NA,NA,NA,NA,"1849","Dublin, Ireland","brownthomas.com","brownthomas.com"
"No",NA,NA,NA,NA,NA,"1979","Ventura, California","sportys.com, sportys.aero, sportysacademy.com, sportysgear.com, sportyspilot.com, sportysstore.com, sportysvintage.com, sportyswatch.com, sportys.com.au, sportys.co.nz, sportys.co.uk, sportys.de, sportys.fr, sportys.it, sportys.nl, sportys.se","sportys.com"
"Yes","SEPH","NYSE","$11.5B","$1.9B","25,000","1970","San Francisco, CA","sephora.com, sephora.ca, sephora.mx, sephora.co.uk, sephora.fr, sephora.de, sephora.es, sephora.it, sephora.nl, sephora.be, sephora.lu, sephora.se, sephora.dk, sephora.fi, sephora.no, sephora.pl, sephora.cz, sephora.sk, sephora.hu, sephora.ro, sephora.bg, sephora.hr, sephora.si, sephora.gr, sephora.cy, sephora.mt, sephora.ae, sephora.sa, sephora.kw, sephora.om, sephora.qa, sephora.bh, sephora.lb, sephora.jo, sephora.iq, sephora.sy, sephora.ye, sephora.dz, sephora.ma, sephora.tn, sephora.ly, sephora.eg, sephora.sd, sephora.ss, sephora.et, sephora.ke, sephora.tz, sephora.ug, sephora.rw, sephora.bi, sephora.cd, sephora.ao, sephora.mz, sephora.mw, sephora.zm, sephora.na, sephora.bw, sephora.ls, sephora.sz, sephora.za, sephora.co.za, sephora.com.au, sephora.nz, sephora.sg, sephora.my, sephora.id, sephora.th, sephora.vn, sephora.ph, sephora.hk, sephora.tw, sephora.jp, sephora.kr, sephora.cn","sephora.it"
"No",NA,NA,NA,NA,NA,"1995","San Diego, CA","ardes.com, ardes.io, ardes.ai, ardes.co, ardes.net","ardes.bg"
"No",NA,NA,NA,NA,NA,"1989","Boston, Massachusetts","biblio.com","biblio.com"
"No",NA,NA,NA,NA,NA,"2007","Huntington Beach, California","travismathew.com","travismathew.com"
"No",NA,NA,NA,NA,NA,"2016","San Francisco, CA","iseeme.com","iseeme.com"
"No",NA,NA,NA,NA,NA,"2015","Boulder, Colorado","stickerapp.com, stickerapp.co.uk, stickerapp.ca, stickerapp.de, stickerapp.es, stickerapp.fr, stickerapp.it, stickerapp.nl, stickerapp.se","stickerapp.com"
"No",NA,NA,NA,NA,NA,"1999","Minneapolis, MN","universalstore.com","universalstore.com"
"No",NA,NA,NA,NA,NA,"2002","San Diego, CA","cleanitsupply.com","cleanitsupply.com"
"No",NA,NA,NA,NA,NA,"1989","Rancho Santa Margarita, California","cpap.com","cpap.com"
"No",NA,NA,NA,NA,NA,"2009","New York City, New York","prioritybicycles.com","prioritybicycles.com"
"No",NA,NA,NA,NA,NA,"1998","Rotherham, UK","victoriaplum.com","victoriaplum.com"
"No",NA,NA,NA,NA,NA,NA,NA,"campdavidsoccx.com","campdavidsoccx.de"
"No",NA,NA,NA,NA,NA,"1996","Stockholm, Sweden","acnestudios.com, acnestudios.net, acnestudios.org, acnestudios.se, acnestudios.cn, acnestudios.jp, acnestudios.com.hk, acnestudios.co.kr, acnestudios.com.tw, acnestudios.com.sg, acnestudios.com.my, acnestudios.com.au, acnestudios.com.nz, acnestudios.com.mx, acnestudios.com.br, acnestudios.com.ar, acnestudios.com.co, acnestudios.com.pe, acnestudios.com.cl, acnestudios.com.uy, acnestudios.com.ec, acnestudios.com.pa, acnestudios.com.gt, acnestudios.com.sv, acnestudios.com.hn, acnestudios.com.ni, acnestudios.com.cr, acnestudios.com.do, acnestudios.com.pr, acnestudios.com.ve, acnestudios.com.bo, acnestudios.com.py, acnestudios.com.uy, acnestudios.com.ec, acnestudios.com.pa, acnestudios.com.gt, acnestudios.com.sv, acnestudios.com.hn, acnestudios.com.ni, acnestudios.com.cr, acnestudios.com.do, acnestudios.com.pr, acnestudios.com.ve, acnestudios.com.bo, acnestudios.com.py","acnestudios.com"
"No",NA,NA,NA,NA,NA,"2011","Detroit, Michigan","shinola.com, shinolahotel.com, detroitwatchco.com","shinola.com"
"No",NA,NA,NA,NA,NA,"1990","Berlin, Germany","audiomarkt.de","audiomarkt.de"
"No",NA,NA,NA,NA,NA,"1946","Virginia Beach, VA","mynavyexchange.com, mynavyexchange.net, mynavyexchange.org, mynavyexchange.us","mynavyexchange.com"
"No",NA,NA,NA,NA,NA,"1872","St. Paul, Minnesota","mnhs.org","mnhs.org"
"No",NA,NA,NA,NA,NA,"1952","Paris, France","chloe.com","chloe.com"
"No",NA,NA,NA,NA,NA,"1998","Berlin, Germany","jakoo.de, jakoo.com, jakoo.at, jakoo.ch, jakoo.nl, jakoo.be, jakoo.fr, jakoo.es, jakoo.it, jakoo.se, jakoo.dk, jakoo.fi, jakoo.no, jakoo.pl, jakoo.cz, jakoo.hu, jakoo.sk, jakoo.si, jakoo.hr, jakoo.ro, jakoo.bg, jakoo.rs, jakoo.me, jakoo.mk, jakoo.ba, jakoo.al, jakoo.gr, jakoo.cy, jakoo.lv, jakoo.lt, jakoo.ee, jakoo.ru, jakoo.ua, jakoo.by, jakoo.kz, jakoo.kg, jakoo.tj, jakoo.tm, jakoo.uz, jakoo.mn, jakoo.cn, jakoo.jp, jakoo.kr, jakoo.tw, jakoo.hk, jakoo.sg, jakoo.my, jakoo.th, jakoo.id, jakoo.vn, jakoo.ph, jakoo.kh, jakoo.la, jakoo.bo, jakoo.py, jakoo.uy, jakoo.ar, jakoo.co, jakoo.pe, jakoo.cl, jakoo.br, jakoo.mx, jakoo.gt, jakoo.sv, jakoo.hn, jakoo.ni, jakoo.cr, jakoo.pa, jakoo.do, jakoo.jm, jakoo.bb, jakoo.lc, jakoo.vc, jakoo.gd, jakoo.ms, jakoo.ky, jakoo.bm, jakoo.tc, jakoo.ca, jakoo.ag, jakoo.bz, jakoo.sr, jakoo.gy, jakoo.tt, jakoo.dm, jakoo.gd, jakoo.vc, jakoo.kn, jakoo.lc, jakoo.vg, jakoo.ai, jakoo.bs, jakoo.tc, jakoo.tt, jakoo.vi, jakoo.ky, jakoo.bm, jakoo.lc, jakoo.vc, jakoo.ag, jakoo.ai, jakoo.aw, jakoo.bb, jakoo.bs, jakoo.bz, jakoo.dm, jakoo.gd, jakoo.gy, jakoo.jm, jakoo.kn, jakoo.ky, jakoo.lc, jakoo.ms, jakoo.pa, jakoo.sr, jakoo.sx, jakoo.tc, jakoo.tt, jakoo.vc, jakoo.vg, jakoo.vi, jakoo.aw, jakoo.bb, jakoo.bs, jakoo.bz, jakoo.dm, jakoo.gd, jakoo.gy, jakoo.jm, jakoo.kn, jakoo.ky, jakoo.lc, jakoo.ms, jakoo.pa, jakoo.sr, jakoo.sx, jakoo.tc, jakoo.tt, jakoo.vc, jakoo.vg, jakoo.vi","jakoo.com"
"No",NA,NA,NA,NA,NA,"1998","Fort Collins, Colorado","otterbox.com, otterbox.eu, otterbox.com.au","otterbox.com"
"No",NA,NA,NA,NA,NA,"1975","San Diego, California","turtlebeach.com","turtlebeach.com"
"No",NA,NA,NA,NA,NA,"1999","Scottsdale, Arizona","gunsamerica.com","gunsamerica.com"
"No",NA,NA,NA,NA,NA,"1999","Clearwater, Florida","discountmugs.com","discountmugs.com"
"No",NA,NA,NA,NA,NA,"2009","Orem, Utah","1stphorm.com, 1stphorm.eu, 1stphorm.ca, 1stphorm.com.au, 1stphorm.co.nz","1stphorm.com"
"No",NA,NA,NA,NA,NA,"2014","Santa Barbara, CA","olaplex.com, olaplexpro.com, olaplexacademy.com, olaplexretail.com","olaplex.com"
"No",NA,NA,NA,NA,NA,NA,NA,NA,"dagnedover.com"
"No",NA,NA,NA,NA,NA,"2000","Chicago, Illinois","threadless.com","threadless.com"
"No",NA,NA,NA,NA,NA,"1999","Hyderabad, India","asha.ai, asha.app, ashaplatform.com, asha.dev, asha.docs, asha.community, asha.getpostman.com, asha.postman.com, asha.zeplin.io, asha.insomnia.rest, asha.runkit.com, asha.newman.io, asha.gitkraken.com","asha.org"
"No",NA,NA,NA,NA,NA,NA,NA,"camelia.com","camelia.lt"
"No",NA,NA,NA,NA,NA,NA,NA,"reifen.com","reifen.com"
"No",NA,NA,NA,NA,NA,"2008","San Francisco, CA","taylorstitch.com, tsstatic.com, tsstaticdev.com, taylorstitch.co.uk, taylorstitch.eu, taylorstitch.jp, taylorstitch.ca, taylorstitch.com.hk, taylorstitch.com.au","taylorstitch.com"
"No",NA,NA,NA,NA,NA,"2010","Nanjing, China","romwe.com, romwe.co.uk, romwe.de, romwe.fr, romwe.es, romwe.it, romwe.ru, romwe.jp, romwe.kr, romwe.com.mx, romwe.com.br, romwe.com.au, romwe.com.tr, romwe.com.sa, romwe.com.ar, romwe.com.co, romwe.com.cl, romwe.com.pe, romwe.com.ec, romwe.com.uy, romwe.com.pa, romwe.com.do, romwe.com.gt, romwe.com.sv, romwe.com.hn, romwe.com.ni, romwe.com.cr","romwe.com"
"No",NA,NA,NA,NA,NA,"1997","San Francisco, CA","thepaperstore.com","thepaperstore.com"
"No",NA,NA,NA,NA,NA,"2000","Scottsdale, Arizona","esalon.com, esalonprofessional.com, esaloneducation.com, esalonfranchise.com","esalon.com"
"No",NA,NA,NA,NA,NA,"2005","Napa, California","wsjwine.com","wsjwine.com"
"No",NA,NA,NA,NA,NA,"2013","Lakeville, MN","lakepajamas.com","lakepajamas.com"
"No",NA,NA,NA,NA,NA,"2007","Passau, Germany","mymuesli.com, mymuesli.at, mymuesli.ch, mymuesli.fr, mymuesli.nl, mymuesli.be, mymuesli.it, mymuesli.es, mymuesli.se, mymuesli.dk, mymuesli.no, mymuesli.fi, mymuesli.ie, mymuesli.co.uk, mymuesli.com.au, mymuesli.us, mymuesli.ca","mymuesli.com"
"No",NA,NA,NA,NA,NA,"2002","Chandler, AZ","lethalperformance.com","lethalperformance.com"
"No",NA,NA,NA,NA,NA,"1997","Hamburg, Germany","boc24.de, boc24.com, boc24.net, boc24.org, boc24.info","boc24.de"
"No",NA,NA,NA,NA,NA,"2014","New York City, NY","bdgastore.com","bdgastore.com"
"No",NA,NA,NA,NA,NA,"2004","Los Angeles, CA","jiffyshirts.com, jiffyshirts.co.uk, jiffyshirts.com.au","jiffyshirts.com"
"No",NA,NA,NA,NA,NA,"1971","San Diego, CA","turners.com, turnersauto.com, turnersautofinance.com, turnersauction.com, turnersautoparts.com, turnerscollision.com, turnersreconditioning.com, turnerswholesale.com, turnerspowersports.com, turnersmarine.com, turnersrv.com, turnerscommercial.com, turnersfleet.com, turnersleasing.com, turnersmobility.com, turnersinsurance.com, turnerswarranty.com, turnersrewards.com, turnerscareers.com, turnersblog.com, turnerspressroom.com, turnersauctionguide.com, turnersgiveback.com, turnerscommunity.com, turnersfoundation.com","turners.com"
"No",NA,NA,NA,NA,NA,"2014","New York, NY","outdoorvoices.com","outdoorvoices.com"
"No",NA,NA,NA,NA,NA,"1978","Solomeo, Italy","brunellocucinelli.com","brunellocucinelli.com"
"No",NA,NA,NA,NA,NA,"2000","Sydney, Australia","showpo.com, showpo.us, showpo.co.nz, showpo.eu, showpo.ca, showpo.sg, showpo.my, showpo.jp, showpo.hk, showpo.tw","showpo.com"
"No",NA,NA,NA,NA,NA,NA,NA,"pinkcherry.com","pinkcherry.com"
"No",NA,NA,NA,NA,NA,"1998","Lake Forest, Illinois","iboats.com","iboats.com"
"Yes","ADS","XETRA","€62.16B","€23.5B","61,666","1949","Herzogenaurach, Germany","adidas.com, reebok.com, taylormadegolf.com, rockport.com, 510sports.com","adidas.mx"
"Yes","SEPH","NYSE","$16.97B","$14.86B","39,000","1970","San Francisco, CA","sephora.com, sephora.ca, sephora.mx, sephora.fr, sephora.de, sephora.es, sephora.it, sephora.cn, sephora.co.uk, sephora.se, sephora.nl, sephora.be, sephora.lu, sephora.ie, sephora.dk, sephora.fi, sephora.no, sephora.pl, sephora.cz, sephora.sk, sephora.hu, sephora.ro, sephora.bg, sephora.gr, sephora.cy, sephora.mt, sephora.hr, sephora.si, sephora.ee, sephora.lv, sephora.lt, sephora.by, sephora.kz, sephora.uz, sephora.tj, sephora.kg, sephora.az, sephora.ge, sephora.am, sephora.md, sephora.ua, sephora.ru, sephora.kz, sephora.uz, sephora.tj, sephora.kg, sephora.az, sephora.ge, sephora.am, sephora.md, sephora.ua, sephora.ru, sephora.by, sephora.kz, sephora.uz, sephora.tj, sephora.kg, sephora.az, sephora.ge, sephora.am, sephora.md, sephora.ua, sephora.ru, sephora.by, sephora.kz, sephora.uz, sephora.tj, sephora.kg, sephora.az, sephora.ge, sephora.am, sephora.md, sephora.ua, sephora.ru, sephora.by, sephora.kz, sephora.uz, sephora.tj, sephora.kg, sephora.az, sephora.ge, sephora.am, sephora.md, sephora.ua, sephora.ru","sephora.de"
"No",NA,NA,NA,NA,NA,"1986","Istanbul, Turkey","albamoda.com, albamoda.com.tr, albamoda.net, albamoda.com.sa, albamoda.ae","albamoda.de"
"No",NA,NA,NA,NA,NA,"1989","San Leandro, CA","musicstore.com, musicstorelive.com, musicstorepro.com, musicstoreblog.com, musicstoredeals.com","musicstore.de"
"No",NA,NA,NA,NA,NA,"1992","Germany","bettwarenshop.de, bettwarenshop.at, bettwarenshop.ch, bettwarenshop.nl, bettwarenshop.be, bettwarenshop.fr, bettwarenshop.es, bettwarenshop.it, bettwarenshop.co.uk, bettwarenshop.eu","bettwarenshop.de"
"No",NA,NA,NA,NA,NA,"2004","San Mateo, CA","porta.com","porta.de"
"No",NA,NA,NA,NA,NA,"1962","Fort Worth, Texas","pier1.com, pier1imports.com, pier1outlet.com","pier1.com"
"No",NA,NA,NA,NA,NA,"1973","Burleigh Heads, Queensland, Australia","billabong.com, billabong.com.au, billabong.co.uk, billabong.de, billabong.fr, billabong.it, billabong.es, billabong.pt, billabong.nl, billabong.be, billabong.lu, billabong.at, billabong.ch, billabong.se, billabong.dk, billabong.no, billabong.fi, billabong.ie, billabong.co.nz, billabong.com.hk, billabong.com.sg, billabong.co.za, billabong.co.jp, billabong.com.tw, billabong.com.cn, billabong.com.mx, billabong.cl, billabong.com.pe, billabong.com.co, billabong.com.ar, billabong.com.br, billabong.com.uy, billabong.com.py, billabong.com.ec, billabong.com.ve","billabong.com"
